Complaint_ID,Complaint_Text,Category,Department,State,City,Submission_Date,Status,Priority,Pending_Days,Resolution_Date,Escalated,Feedback_Rating
IND-CMP-0165,Street lights in the locality have not been working for 25 days.,Street Lighting,Municipal Engineering Department,Gujarat,Bhopal,2024-01-15,Pending,Low,25,,0,
IND-CMP-0166,Basic public health services have not been available as expected for 107 days.,Public Health,Public Health Department,West Bengal,Kochi,2026-02-27,Resolved,High,0,2026-03-09,0,1
IND-CMP-0167,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Uttar Pradesh,Bengaluru,2026-04-23,Resolved,Low,0,2026-04-27,0,5
IND-CMP-0168,Street electricity infrastructure in our area has not been functioning properly for 93 days.,Electricity,Electricity Department,Telangana,Hyderabad,2025-10-25,Resolved,High,0,2025-12-17,0,3
IND-CMP-0169,Drainage blockage is causing water accumulation in the locality for 17 days.,Drainage,Municipal Engineering Department,Uttar Pradesh,Mumbai,2024-01-10,In Progress,High,17,,0,
IND-CMP-0170,Repeated power-related service interruptions have affected residents for 113 days.,Electricity,Electricity Department,Bihar,Chennai,2024-10-24,Resolved,High,0,2024-12-11,0,4
IND-CMP-0171,There has been no regular water supply in our area for 108 days.,Water Supply,Water Supply Department,Kerala,Jaipur,2024-06-02,In Progress,High,108,,0,
IND-CMP-0172,Drinking water supply is irregular and residents are facing difficulty for 54 days.,Water Supply,Water Supply Department,Tamil Nadu,Chennai,2024-04-14,Resolved,Medium,0,2024-05-22,0,4
IND-CMP-0173,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Gujarat,Mumbai,2026-03-10,In Progress,Low,17,,0,
IND-CMP-0174,My welfare scheme application has remained pending for 118 days.,Welfare Scheme,Social Welfare Department,West Bengal,Bengaluru,2026-03-02,Pending,High,118,,0,
IND-CMP-0175,There has been no regular water supply in our area for 97 days.,Water Supply,Water Supply Department,Kerala,Bengaluru,2025-10-29,In Progress,High,97,,0,
IND-CMP-0176,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Rajasthan,Mumbai,2026-06-04,Resolved,Medium,0,2026-06-15,0,3
IND-CMP-0177,Garbage collection has been irregular for 85 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Maharashtra,Hyderabad,2025-11-28,Resolved,High,0,2025-12-26,0,3
IND-CMP-0178,Garbage collection has been irregular for 58 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Rajasthan,Hyderabad,2024-11-13,Escalated,Medium,58,,1,
IND-CMP-0179,Basic public health services have not been available as expected for 40 days.,Public Health,Public Health Department,Bihar,Jaipur,2026-03-30,In Progress,Medium,40,,0,
IND-CMP-0180,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Kerala,Bengaluru,2025-11-02,Resolved,Low,0,2025-11-17,0,3
IND-CMP-0181,Garbage collection has been irregular for 8 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Karnataka,Kolkata,2024-04-10,Resolved,Low,0,2024-04-13,0,1
IND-CMP-0182,Drinking water supply is irregular and residents are facing difficulty for 28 days.,Water Supply,Water Supply Department,Karnataka,Bengaluru,2025-04-04,Pending,Medium,28,,0,
IND-CMP-0183,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Maharashtra,Jaipur,2025-09-28,Resolved,Medium,0,2025-12-04,0,4
IND-CMP-0184,My welfare scheme application has remained pending for 57 days.,Welfare Scheme,Social Welfare Department,Uttar Pradesh,Mumbai,2024-10-29,In Progress,Medium,57,,0,
IND-CMP-0185,Street lights in the locality have not been working for 105 days.,Street Lighting,Municipal Engineering Department,Telangana,Hyderabad,2024-01-09,Resolved,High,0,2024-03-26,0,3
IND-CMP-0186,The scheduled public transport service has been unreliable for 60 days.,Public Transport,Transport Department,Kerala,Visakhapatnam,2024-06-19,Resolved,Medium,0,2024-07-07,0,2
IND-CMP-0187,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,West Bengal,Hyderabad,2025-05-24,In Progress,Low,5,,0,
IND-CMP-0188,There has been no regular water supply in our area for 69 days.,Water Supply,Water Supply Department,Bihar,Chennai,2024-12-18,Escalated,Medium,69,,1,
IND-CMP-0189,The scheduled public transport service has been unreliable for 109 days.,Public Transport,Transport Department,Uttar Pradesh,Kolkata,2025-02-17,Resolved,High,0,2025-02-25,0,1
IND-CMP-0190,Garbage collection has been irregular for 45 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Telangana,Jaipur,2024-06-13,Escalated,Medium,45,,1,
IND-CMP-0191,Street lights in the locality have not been working for 104 days.,Street Lighting,Municipal Engineering Department,Maharashtra,Mumbai,2026-01-27,Resolved,High,0,2026-05-08,0,3
IND-CMP-0192,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Bihar,Ahmedabad,2026-03-07,Resolved,Medium,0,2026-04-14,0,5
IND-CMP-0193,My welfare scheme application has remained pending for 24 days.,Welfare Scheme,Social Welfare Department,Andhra Pradesh,Hyderabad,2024-06-22,Escalated,Low,24,,1,
IND-CMP-0194,My welfare scheme application has remained pending for 7 days.,Welfare Scheme,Social Welfare Department,Madhya Pradesh,Kolkata,2024-12-25,In Progress,Low,7,,0,
IND-CMP-0195,Drainage blockage is causing water accumulation in the locality for 95 days.,Drainage,Municipal Engineering Department,Karnataka,Bengaluru,2025-04-18,In Progress,High,95,,0,
IND-CMP-0196,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Bihar,Jaipur,2024-03-17,Resolved,Low,0,2024-03-23,0,5
IND-CMP-0197,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Gujarat,Bhopal,2026-01-14,Pending,High,89,,0,
IND-CMP-0198,Drainage blockage is causing water accumulation in the locality for 116 days.,Drainage,Municipal Engineering Department,Maharashtra,Kochi,2025-09-27,Escalated,High,116,,1,
IND-CMP-0199,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Rajasthan,Chennai,2025-11-03,Resolved,High,0,2025-11-13,0,3
IND-CMP-0200,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Maharashtra,Patna,2026-03-14,Pending,Low,21,,0,
IND-CMP-0201,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Telangana,Kolkata,2026-01-04,Pending,Medium,48,,0,
IND-CMP-0202,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Tamil Nadu,Mumbai,2024-10-05,Resolved,Medium,0,2024-11-14,0,5
IND-CMP-0203,A damaged road with potholes near the residential area has not been repaired for 38 days.,Road Damage,Public Works Department,Madhya Pradesh,Visakhapatnam,2024-12-24,Pending,Medium,38,,0,
IND-CMP-0204,My certificate application has remained pending for 67 days without a clear update.,Certificates,Revenue Department,Madhya Pradesh,Mumbai,2025-09-06,In Progress,Medium,67,,0,
IND-CMP-0205,Repeated power-related service interruptions have affected residents for 61 days.,Electricity,Electricity Department,Uttar Pradesh,Hyderabad,2025-10-02,Pending,Medium,61,,0,
IND-CMP-0206,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Kerala,Bhopal,2026-01-14,Pending,High,102,,0,
IND-CMP-0207,The scheduled public transport service has been unreliable for 102 days.,Public Transport,Transport Department,Madhya Pradesh,Hyderabad,2026-05-14,Resolved,High,0,2026-08-18,0,5
IND-CMP-0208,There has been no regular water supply in our area for 47 days.,Water Supply,Water Supply Department,Tamil Nadu,Ahmedabad,2026-03-21,Pending,Medium,47,,0,
IND-CMP-0209,My certificate application has remained pending for 53 days without a clear update.,Certificates,Revenue Department,Uttar Pradesh,Hyderabad,2026-03-28,Resolved,Medium,0,2026-05-10,0,1
IND-CMP-0210,My certificate application has remained pending for 16 days without a clear update.,Certificates,Revenue Department,Madhya Pradesh,Chennai,2025-08-06,Resolved,Low,0,2025-08-10,0,4
IND-CMP-0211,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Chennai,2025-04-20,Resolved,High,0,2025-07-03,0,3
IND-CMP-0212,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Bihar,Patna,2024-06-30,Resolved,Medium,0,2024-08-10,0,1
IND-CMP-0213,The scheduled public transport service has been unreliable for 75 days.,Public Transport,Transport Department,Kerala,Hyderabad,2025-12-05,In Progress,Medium,75,,0,
IND-CMP-0214,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Bihar,Lucknow,2024-05-14,Pending,High,93,,0,
IND-CMP-0215,The scheduled public transport service has been unreliable for 18 days.,Public Transport,Transport Department,Bihar,Kolkata,2024-03-10,In Progress,Low,18,,0,
IND-CMP-0216,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Chennai,2025-01-06,Resolved,High,0,2025-02-15,0,1
IND-CMP-0217,Repeated power-related service interruptions have affected residents for 29 days.,Electricity,Electricity Department,Karnataka,Jaipur,2025-08-17,Pending,High,29,,0,
IND-CMP-0218,Drinking water supply is irregular and residents are facing difficulty for 42 days.,Water Supply,Water Supply Department,Andhra Pradesh,Kolkata,2025-02-24,In Progress,Medium,42,,0,
IND-CMP-0219,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Bihar,Patna,2024-09-14,In Progress,Medium,41,,0,
IND-CMP-0220,Basic public health services have not been available as expected for 67 days.,Public Health,Public Health Department,West Bengal,Lucknow,2025-08-14,Resolved,High,0,2025-09-05,0,4
IND-CMP-0221,The scheduled public transport service has been unreliable for 101 days.,Public Transport,Transport Department,Andhra Pradesh,Bengaluru,2025-12-05,Resolved,High,0,2026-01-14,0,5
IND-CMP-0222,Basic public health services have not been available as expected for 69 days.,Public Health,Public Health Department,Kerala,Ahmedabad,2024-12-08,Resolved,Medium,0,2025-01-07,0,1
IND-CMP-0223,Repeated power-related service interruptions have affected residents for 37 days.,Electricity,Electricity Department,Madhya Pradesh,Jaipur,2026-06-13,Resolved,High,0,2026-07-16,0,2
IND-CMP-0224,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Andhra Pradesh,Kolkata,2024-03-25,Resolved,Medium,0,2024-05-01,0,5
IND-CMP-0225,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Jaipur,2025-03-13,Resolved,Medium,0,2025-03-25,0,5
IND-CMP-0226,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Kerala,Visakhapatnam,2024-05-10,In Progress,High,111,,0,
IND-CMP-0227,Street lights in the locality have not been working for 30 days.,Street Lighting,Municipal Engineering Department,Uttar Pradesh,Patna,2026-03-13,Pending,Medium,30,,0,
IND-CMP-0228,Basic public health services have not been available as expected for 27 days.,Public Health,Public Health Department,Telangana,Visakhapatnam,2024-11-19,Resolved,High,0,2024-12-12,0,4
IND-CMP-0229,Street electricity infrastructure in our area has not been functioning properly for 23 days.,Electricity,Electricity Department,Gujarat,Bhopal,2024-01-28,Pending,Low,23,,0,
IND-CMP-0230,Garbage collection has been irregular for 116 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Kolkata,2025-03-02,Resolved,High,0,2025-03-17,0,1
IND-CMP-0231,Garbage collection has been irregular for 23 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Tamil Nadu,Bengaluru,2025-01-25,Pending,Low,23,,0,
IND-CMP-0232,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Bihar,Ahmedabad,2024-10-01,Pending,Medium,54,,0,
IND-CMP-0233,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Telangana,Bengaluru,2024-08-11,Pending,Medium,75,,0,
IND-CMP-0234,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,West Bengal,Kolkata,2026-04-17,In Progress,Medium,31,,0,
IND-CMP-0235,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Maharashtra,Kochi,2024-05-18,Pending,Medium,69,,0,
IND-CMP-0236,Garbage collection has been irregular for 70 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,West Bengal,Patna,2025-11-12,In Progress,Medium,70,,0,
IND-CMP-0237,Drinking water supply is irregular and residents are facing difficulty for 6 days.,Water Supply,Water Supply Department,Maharashtra,Bhopal,2024-11-28,In Progress,Low,6,,0,
IND-CMP-0238,Repeated power-related service interruptions have affected residents for 34 days.,Electricity,Electricity Department,Telangana,Kolkata,2025-06-22,Resolved,Medium,0,2025-06-25,0,4
IND-CMP-0239,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Andhra Pradesh,Kochi,2025-09-05,In Progress,Medium,38,,0,
IND-CMP-0240,There has been no regular water supply in our area for 17 days.,Water Supply,Water Supply Department,Telangana,Lucknow,2024-09-12,Escalated,Low,17,,1,
IND-CMP-0241,The scheduled public transport service has been unreliable for 47 days.,Public Transport,Transport Department,Rajasthan,Lucknow,2026-01-17,Pending,Medium,47,,0,
IND-CMP-0242,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Uttar Pradesh,Visakhapatnam,2025-07-10,Resolved,Medium,0,2025-08-27,0,4
